;projectID;topic;title
1746;190149120;HORIZON-EIC-2022-ACCELERATOROPEN-01;EIC Accelerator Open
1747;190135769;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-02;Green Deal innovations for the Economic Recovery
1748;101094397;HORIZON-INFRA-2022-EOSC-01-02;Improving and coordinating technical infrastructure for institutional open access publishing across Europe
1749;101079342;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1750;101065325;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1751;190156971;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-02;Green Deal innovations for the Economic Recovery
1752;190102180;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-02;Green Deal innovations for the Economic Recovery
1753;101068428;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1754;190157602;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-01;Strategic Digital and Health Technologies
1755;101063316;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1756;101078393;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1757;101067953;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1758;190127290;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-01;Strategic Digital and Health Technologies
1759;101087081;HORIZON-WIDERA-2022-TALENTS-01-01;ERA Chairs
1760;101061173;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1761;101062861;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1762;190145380;HORIZON-EIC-2021-ACCELERATOROPEN-01;EIC Accelerator Open 2021
1763;190136759;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-02;Green Deal innovations for the Economic Recovery
1764;101065946;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1765;101064140;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1766;101060395;HORIZON-WIDERA-2021-ACCESS-02-01;Twinning Western Balkans Special
1767;101073138;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1768;101072427;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1769;101073251;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1770;101072531;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1771;101072598;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1772;101073432;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1773;101072551;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1774;101071485;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1775;101072448;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1776;101073292;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1777;101072578;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1778;101073374;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1779;101072698;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1780;101073271;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1781;101072891;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1782;101072845;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1783;101073546;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1784;101073394;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1785;101073543;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1786;101072645;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1787;101072415;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1788;101073014;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1789;101073332;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1790;101073094;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1791;101073025;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1792;101072632;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1793;101072443;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1794;101073062;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1795;101072892;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1796;101073250;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1797;101072560;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1798;101073542;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1799;101072580;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1800;101072881;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1801;101072637;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1802;101072410;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1803;101073316;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1804;101073334;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1805;101072625;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1806;101072475;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1807;101072861;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1808;101073012;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1809;101071886;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1810;101072980;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1811;101073440;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1812;101073238;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1813;101072895;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1814;101072462;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1815;101073558;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1816;101072920;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1817;101072414;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1818;101073476;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1819;101073088;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1820;101073386;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1821;101073471;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1822;101073508;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1823;101072828;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1824;101069949;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1825;101073056;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1826;101072930;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1827;101073485;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1828;101073231;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1829;101073265;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1830;101072759;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1831;101072758;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1832;101073404;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1833;101072686;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1834;101072798;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1835;101072729;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1836;101072924;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1837;101072515;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1838;101073554;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1839;101058518;HORIZON-INFRA-2021-SERV-01-07;Research infrastructures services advancing frontier knowledge
1840;101072449;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1841;101072766;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1842;101073195;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1843;101072851;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1844;101073100;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1845;101071224;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1846;101072435;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1847;101072599;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1848;101072377;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1849;101072585;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1850;101072588;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1851;101072485;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1852;101057554;HORIZON-HLTH-2021-ENVHLTH-02-03;Health impacts of climate change, costs and benefits of action and inaction
1853;101081481;HORIZON-MSCA-2021-COFUND-01-01;MSCA COFUND 2021
1854;101045989;HORIZON-HLTH-2021-CORONA-01-02;Cohorts united against COVID-19 variants of concern
1855;101046133;HORIZON-INFRA-2021-EMERGENCY-02;Research infrastructure services for rapid research responses to COVID-19 and other infectious disease epidemics
1856;101070721;HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-04;Novel routes to green hydrogen production
1857;101079789;HORIZON-INFRA-2021-DEV-02-01;Preparatory phase of new ESFRI research infrastructure projects
1858;101046946;HORIZON-EIC-2021-PATHFINDEROPEN-01-01;EIC Pathfinder Open 2021
1859;101079227;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1860;101068643;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1861;101079377;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1862;101094664;HORIZON-INFRA-2022-TECH-01-01;R&D for the next generation of scientific instrumentation, tools and methods
1863;101078875;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1864;101095604;HORIZON-HLTH-2022-STAYHLTH-02-01;Personalised blueprint of chronic inflammation in health-to-disease transition
1865;101057529;HORIZON-HLTH-2021-STAYHLTH-01-02;Towards a molecular and neurobiological understanding of mental health and mental illness for the benefit of citizens and patients
1866;101062897;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1867;101079231;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1868;101079210;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1869;101057131;HORIZON-HLTH-2021-ENVHLTH-02-03;Health impacts of climate change, costs and benefits of action and inaction
1870;101071008;HORIZON-EIC-2021-PATHFINDERCHALLENGES-01-02;Tools to measure and stimulate activity in Brain Tissue
1871;101067199;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1872;190119289;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-01;Strategic Digital and Health Technologies
1873;101086258;HORIZON-MSCA-2021-SE-01-01;MSCA Staff Exchanges 2021
1874;101067982;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1875;101078960;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1876;101064287;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1877;101095634;HORIZON-HLTH-2022-IND-13-01;Enhancing cybersecurity of connected medical devices
1878;190195324;HORIZON-EIC-2021-ACCELERATORCHALLENGES-01-01;Strategic Digital and Health Technologies
1879;101078997;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1880;101086667;HORIZON-WIDERA-2022-TALENTS-01-01;ERA Chairs
1881;101073037;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1882;101073089;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1883;101095720;HORIZON-HLTH-2022-IND-13-04;Setting up a European Smart Health Innovation Hub
1884;101094725;HORIZON-WIDERA-2022-ERA-01-41;Increasing the reproducibility of scientific results
1885;101071317;HORIZON-WIDERA-2021-ACCESS-05-01;Capacity building to strengthen networks of higher education institutions and cooperation with surrounding ecosystems
1886;101059266;HORIZON-WIDERA-2021-ACCESS-02-01;Twinning Western Balkans Special
1887;101061596;HORIZON-MSCA-2022-CITIZENS-01-01;European Researchers' Night 2022-2023
1888;101086305;HORIZON-MSCA-2021-SE-01-01;MSCA Staff Exchanges 2021
1889;101073551;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1890;101095659;HORIZON-HLTH-2022-DISEASE-07-03;Non-communicable diseases risk reduction in adolescence and youth (Global Alliance for Chronic Diseases - GACD)
1891;101063375;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1892;101060678;HORIZON-MSCA-2022-CITIZENS-01-01;European Researchers' Night 2022-2023
1893;101079469;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1894;101071247;HORIZON-WIDERA-2021-ACCESS-05-01;Capacity building to strengthen networks of higher education institutions and cooperation with surrounding ecosystems
1895;190146453;HORIZON-EIC-2021-ACCELERATOROPEN-01;EIC Accelerator Open 2021
1896;101073045;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1897;190170276;HORIZON-EIC-2021-ACCELERATOROPEN-01;EIC Accelerator Open 2021
1898;101062153;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1899;101064206;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1900;101086386;HORIZON-MSCA-2021-SE-01-01;MSCA Staff Exchanges 2021
1901;101059091;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1902;101069104;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1903;101046297;HORIZON-EIC-2021-PATHFINDEROPEN-01-01;EIC Pathfinder Open 2021
1904;101081280;HORIZON-MSCA-2021-COFUND-01-01;MSCA COFUND 2021
1905;101067429;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1906;101057739;HORIZON-HLTH-2021-ENVHLTH-02-03;Health impacts of climate change, costs and benefits of action and inaction
1907;101061464;HORIZON-MSCA-2022-CITIZENS-01-01;European Researchers' Night 2022-2023
1908;101081419;HORIZON-MSCA-2021-COFUND-01-01;MSCA COFUND 2021
1909;101099787;HORIZON-EIC-2022-TRANSITIONOPEN-01;EIC Transition Open 2022
1910;101057129;HORIZON-HLTH-2021-DISEASE-04-07;Personalised medicine and infectious diseases: understanding the individual host response to viruses (e.g. SARS-CoV-2)
1911;101063255;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1912;101067501;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1913;101061836;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1914;101095146;HORIZON-HLTH-2022-TOOL-11-01;Optimising effectiveness in patients of existing prescription drugs for major diseases (except cancer) with the use of biomarkers
1915;101058697;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1916;101079466;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1917;101066965;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1918;101061275;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1919;101068624;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1920;101066911;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1921;101059373;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1922;101078981;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1923;101046448;HORIZON-EIC-2021-PATHFINDEROPEN-01-01;EIC Pathfinder Open 2021
1924;101059470;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1925;101058075;HORIZON-EIC-2021-TRANSITIONOPEN-01;EIC Transition Open 2021
1926;101065108;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1927;101047177;HORIZON-EIC-2021-PATHFINDEROPEN-01-01;EIC Pathfinder Open 2021
1928;101063848;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1929;101073480;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1930;101072537;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1931;101057511;HORIZON-INFRA-2021-SERV-01-07;Research infrastructures services advancing frontier knowledge
1932;101061307;HORIZON-MSCA-2022-CITIZENS-01-01;European Researchers' Night 2022-2023
1933;101067947;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1934;101057497;HORIZON-HLTH-2021-ENVHLTH-02-02;Indoor air quality and health
1935;101072903;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1936;101086342;HORIZON-MSCA-2021-SE-01-01;MSCA Staff Exchanges 2021
1937;101072731;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1938;101079200;HORIZON-WIDERA-2021-ACCESS-03-01;Twinning
1939;101063565;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1940;101071270;HORIZON-WIDERA-2021-ACCESS-05-01;Capacity building to strengthen networks of higher education institutions and cooperation with surrounding ecosystems
1941;101086465;HORIZON-MSCA-2021-SE-01-01;MSCA Staff Exchanges 2021
1942;101072717;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1943;101065902;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1944;101063413;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1945;101064789;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1946;101062643;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1947;101066898;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1948;101065808;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1949;101090327;HORIZON-WIDERA-2022-TALENTS-02-01;Fostering balanced brain circulation – ERA Fellowships
1950;101065157;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1951;101065547;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1952;101062349;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1953;101067163;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1954;101059600;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1955;101068800;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1956;101060942;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1957;101065852;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1958;101064483;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1959;101062815;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1960;101064589;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1961;101063220;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1962;101063466;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1963;101067665;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1964;101096680;HORIZON-EIE-2022-CONNECT-01-02;Integration of social innovation actors in innovation ecosystems
1965;101096524;HORIZON-EIE-2022-CONNECT-01-02;Integration of social innovation actors in innovation ecosystems
1966;101100494;HORIZON-EIE-2022-SCALEUP-01-01;Expanding Entrepreneurial Ecosystems
1967;101070719;HORIZON-EIE-2021-CONNECT-01-01;Preparatory action for setting up joint programmes among innovation ecosystems actors
1968;101070772;HORIZON-EIE-2021-CONNECT-01-01;Preparatory action for setting up joint programmes among innovation ecosystems actors
1969;101100509;HORIZON-EIE-2022-SCALEUP-01-01;Expanding Entrepreneurial Ecosystems
1970;101096390;HORIZON-EIE-2022-CONNECT-01-02;Integration of social innovation actors in innovation ecosystems
1971;101100468;HORIZON-EIE-2022-SCALEUP-01-01;Expanding Entrepreneurial Ecosystems
1972;101070786;HORIZON-EIE-2021-CONNECT-01-01;Preparatory action for setting up joint programmes among innovation ecosystems actors
1973;101071977;HORIZON-EIE-2021-SCALEUP-01-01;Expanding Acceleration Ecosystems 
1974;101059800;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1975;101063051;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1976;101064728;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1977;101086115;HORIZON-MSCA-2021-SE-01-01;MSCA Staff Exchanges 2021
1978;101068072;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1979;101065670;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1980;101065831;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1981;101059348;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1982;101063319;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1983;101087584;HORIZON-WIDERA-2022-TALENTS-01-01;ERA Chairs
1984;101064334;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1985;101095568;HORIZON-HLTH-2022-DISEASE-07-03;Non-communicable diseases risk reduction in adolescence and youth (Global Alliance for Chronic Diseases - GACD)
1986;101066954;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1987;101064539;HORIZON-MSCA-2021-PF-01-01;MSCA Postdoctoral Fellowships 2021
1988;101077573;ERC-2022-STG;ERC STARTING GRANTS
1989;101070238;HORIZON-CL4-2021-DIGITAL-EMERGING-01-01;Ultra-low-power, secure processors for edge computing (RIA)
1990;101070190;HORIZON-CL4-2021-HUMAN-01-27;AI to fight disinformation (RIA)
1991;101092912;HORIZON-CL4-2022-DATA-01-02;Cognitive Cloud: AI-enabled computing continuum from Cloud to Edge (RIA)
1992;101094014;HORIZON-MISS-2021-OCEAN-02-01;European Blue Parks
1993;101094228;HORIZON-CL2-2022-DEMOCRACY-01-09;Global governance for a world in transition: Norms, institutions, actors
1994;101094816;HORIZON-CL2-2022-DEMOCRACY-01-06;Media for democracy – democratic media
1995;101096943;HORIZON-MISS-2021-CIT-02-01;Urban planning and design for just, sustainable, resilient and climate-neutral cities by 2030
1996;101087367;HORIZON-WIDERA-2022-TALENTS-01-01;ERA Chairs
1997;101073357;HORIZON-MSCA-2021-DN-01-01;MSCA Doctoral Networks 2021
1998;101061455;HORIZON-MSCA-2022-CITIZENS-01-01;European Researchers' Night 2022-2023
1999;101061680;HORIZON-MSCA-2022-CITIZENS-01-01;European Researchers' Night 2022-2023
2000;101061343;HORIZON-MSCA-2022-CITIZENS-01-01;European Researchers' Night 2022-2023
2001;101082466;HORIZON-CL4-2022-SPACE-01-82;Space science and exploration technologies
2002;101092087;HORIZON-CL4-2022-TWIN-TRANSITION-01-16;Modular and hybrid heating technologies in steel production (Clean Steel Partnership)  (IA)
2003;101057029;HORIZON-CL4-2021-TWIN-TRANSITION-01-03;Laser-based technologies for green manufacturing (Photonics - Made in Europe Partnerships) (RIA)
2004;101057988;HORIZON-CL4-2021-RESILIENCE-01-20;Antimicrobial, Antiviral, and Antifungal Nanocoatings (RIA)
2005;101058426;HORIZON-CL4-2021-TWIN-TRANSITION-01-14;Deploying industrial-urban symbiosis solutions for the utilization of energy, water, industrial waste and by-products at regional scale (Processes4Planet Partnership)  (RIA)
2006;101057067;HORIZON-CL4-2021-RESILIENCE-01-10;Paving the way to an increased share of recycled plastics in added value products (RIA)
2007;101091960;HORIZON-CL4-2022-TWIN-TRANSITION-01-13;Raw material preparation for clean steel production (Clean Steel Partnership) (IA)
2008;101091531;HORIZON-CL4-2022-RESILIENCE-01-16;Building and renovating by exploiting advanced materials for energy and resources efficient management (IA)
2009;101114754;HORIZON-CL4-2022-DIGITAL-ASSEMBLY-IBA;Digital Assembly - Presidency Event 2023
2010;101082125;HORIZON-CL4-2021-SPACE-01-42;Copernicus Atmosphere Monitoring Service evolution
2011;101091682;HORIZON-CL4-2022-RESILIENCE-01-07;Innovative solutions for efficient use and enhanced recovery of mineral and metal by-products from processing of raw materials (IA)
2012;101058680;HORIZON-CL4-2021-TWIN-TRANSITION-01-01;AI enhanced robotics systems for smart manufacturing (AI, Data and Robotics - Made in Europe Partnerships) (IA)
2013;101057961;HORIZON-CL4-2021-RESILIENCE-01-20;Antimicrobial, Antiviral, and Antifungal Nanocoatings (RIA)
2014;101058450;HORIZON-CL4-2021-RESILIENCE-01-12;Safe- and sustainable-by-design metallic coatings and engineered surfaces (RIA)
2015;101058457;HORIZON-CL4-2021-RESILIENCE-01-28;Re-opening industrial sites preparatory action – Promoting a sustainable strategy for Europe’s industrial future (CSA)
2016;101091687;HORIZON-CL4-2022-RESILIENCE-01-19;Advanced materials modelling and characterisation (RIA)
2017;101091577;HORIZON-CL4-2022-TWIN-TRANSITION-01-07;Digital tools to support the engineering of a Circular Economy (Made in Europe Partnership) (RIA)
2018;101091495;HORIZON-CL4-2022-RESILIENCE-01-12;Functional multi-material components and structures (RIA)
2019;101091967;HORIZON-CL4-2022-RESILIENCE-01-16;Building and renovating by exploiting advanced materials for energy and resources efficient management (IA)
2020;101091765;HORIZON-CL4-2022-RESILIENCE-01-13;Smart and multifunctional biomaterials for health innovations (RIA)
2021;101058523;HORIZON-CL4-2021-TWIN-TRANSITION-01-03;Laser-based technologies for green manufacturing (Photonics - Made in Europe Partnerships) (RIA)
2022;101082402;HORIZON-CL4-2021-SPACE-01-81;Space technologies for European non-dependence and competitiveness
2023;101091859;HORIZON-CL4-2022-TWIN-TRANSITION-01-03;Excellence in distributed control and modular manufacturing (Made in Europe Partnership) (RIA)
2024;101092073;HORIZON-CL4-2022-TWIN-TRANSITION-01-01;Rapid reconfigurable production process chains (Made in Europe Partnership) (IA)
2025;101091944;HORIZON-CL4-2022-RESILIENCE-01-23;Safe- and sustainable-by-design organic and hybrid coatings (RIA)
2026;101058310;HORIZON-CL4-2021-TWIN-TRANSITION-01-20;Reducing environmental footprint, improving circularity in extractive and processing value chains (IA)
2027;101091623;HORIZON-CL4-2022-TWIN-TRANSITION-01-02;Products with complex functional surfaces (Made in Europe Partnership) (RIA)
2028;101082624;HORIZON-EUSPA-2021-SPACE-02-51;EGNSS and Copernicus applications fostering the European Green deal
2029;101057765;HORIZON-CL4-2021-TWIN-TRANSITION-01-05;Manufacturing technologies for bio-based materials (Made in Europe Partnership) (RIA)
2030;101091842;HORIZON-CL4-2022-RESILIENCE-01-23;Safe- and sustainable-by-design organic and hybrid coatings (RIA)
